DelinquentStatus,CustFICO,CustIncome,AcctOpenNoMonths,IntRate,CurrAcctBal,CreditOpenNoMonths,DaysToPmtDue,InqLst6Mos,NoLatePmtLst2Yrs,PublicRecords,CreditPurpose
0,747,59220,28,0.0859,9298,4,36,1,0,0,DebtConsol
0,742,59220,27,0.0788,11071,4,37,0,0,0,DebtConsol
0,732,59220,30,0.1114,10631,4,36,3,0,0,DebtConsol
0,727,59220,52,0.1039,35403,4,49,0,0,0,DebtConsol
0,722,59220,12,0.1008,9910,4,99,2,0,0,DebtConsol
0,717,59220,35,0.1183,13608,4,49,3,0,0,DebtConsol
0,702,59220,27,0.1273,6907,4,29,0,0,0,DebtConsol
0,697,59220,42,0.1322,12361,4,57,0,0,0,DebtConsol
0,697,59220,27,0.1316,14852,4,79,0,0,0,DebtConsol
0,697,59220,4,0.1039,19,4,0,1,0,0,DebtConsol
0,687,59220,37,0.1348,23698,4,78,0,0,0,DebtConsol
0,687,59220,17,0.1229,9408,4,64,1,0,0,DebtConsol
0,677,59220,28,0.1496,22680,4,76,1,0,0,DebtConsol
0,677,59220,14,0.1392,6194,4,53,0,0,0,DebtConsol
0,672,59220,28,0.1461,10274,4,76,1,0,0,DebtConsol
1,657,59220,14,0.1425,4473,4,106,7,0,1,DebtConsol
0,652,59220,14,0.1734,5101,4,92,5,1,1,DebtConsol
0,642,59220,6,0.1482,4207,4,79,4,0,0,DebtConsol
0,662,59185,33,0.16,22416,4,67,1,0,0,DebtConsol
0,717,58878,50,0.1071,18179,4,34,0,0,0,DebtConsol
1,687,58876,33,0.1316,5244,4,27,1,1,0,DebtConsol
0,712,58798,32,0.1039,6151,4,52,1,0,0,DebtConsol
0,742,58729,27,0.1166,11927,4,45,2,0,0,DebtConsol
0,722,58729,24,0.1148,8016,4,49,0,0,0,DebtConsol
1,672,58729,22,0.1379,4601,4,32,2,0,0,DebtConsol
0,647,58729,23,0.1488,13128,4,25,10,0,0,DebtConsol
0,702,58727,16,0.1253,8375,4,58,1,0,0,DebtConsol
1,712,58530,42,0.1253,7645,4,41,1,1,0,DebtConsol
1,687,58530,25,0.1261,14371,4,60,0,1,0,DebtConsol
1,667,58479,7,0.1568,286,4,95,0,2,0,DebtConsol
0,682,58379,25,0.1357,3279,4,41,0,0,0,DebtConsol
0,697,58245,39,0.1347,15670,4,80,0,0,0,DebtConsol
0,767,58235,13,0.1051,1411,4,35,1,0,0,DebtConsol
0,692,58227,35,0.1426,16941,4,36,2,0,0,DebtConsol
0,652,58227,21,0.1482,4474,4,71,2,1,0,DebtConsol
0,727,58170,27,0.1095,10462,4,33,1,0,0,DebtConsol
0,657,57971,5,0.1387,1935,4,77,2,0,0,DebtConsol
0,687,57913,16,0.1071,0,4,0,1,0,0,DebtConsol
0,722,57815,17,0.1183,1604,4,72,0,0,0,DebtConsol
0,757,57713,14,0.08,6860,4,29,0,0,0,DebtConsol
0,747,57711,24,0.1148,16021,4,30,1,0,0,DebtConsol
0,737,57711,33,0.1287,7370,4,85,1,0,0,DebtConsol
0,712,57373,31,0.1292,8837,4,52,1,0,0,DebtConsol
0,737,57303,17,0.0932,6729,4,64,0,0,0,DebtConsol
0,747,57183,49,0.0951,25946,4,37,0,0,0,DebtConsol
0,702,57183,10,0.1033,6796,4,32,0,0,0,DebtConsol
0,642,57183,31,0.1754,10713,4,82,4,0,0,DebtConsol
1,667,57011,40,0.1355,10442,4,52,15,0,0,DebtConsol
0,672,56968,43,0.1704,2057,4,89,0,0,0,DebtConsol
0,692,56660,2,0.1287,18154,4,91,0,0,0,DebtConsol
0,792,56641,20,0.0774,4887,4,14,0,0,0,DebtConsol
0,767,56641,13,0.0774,3067,4,11,0,0,0,DebtConsol
0,752,56641,21,0.0932,8840,4,24,2,0,0,DebtConsol
1,752,56641,26,0.0863,3808,4,31,2,0,0,DebtConsol
0,742,56641,17,0.0859,29437,4,49,2,0,0,DebtConsol
0,742,56641,7,0.08,8112,4,18,0,0,0,DebtConsol
0,737,56641,24,0.1218,4105,4,57,0,0,0,DebtConsol
0,737,56641,40,0.1114,8458,4,28,1,0,0,DebtConsol
0,727,56641,27,0.1114,14257,4,29,0,0,0,DebtConsol
1,722,56641,33,0.1183,4893,4,58,0,0,1,DebtConsol
0,712,56641,32,0.1039,9258,4,71,1,0,0,DebtConsol
0,702,56641,3,0.1014,0,4,0,0,0,0,DebtConsol
0,692,56641,27,0.1392,23616,4,49,3,0,0,DebtConsol
0,687,56641,13,0.1197,14536,4,68,4,0,0,DebtConsol
0,672,56641,14,0.1442,9493,4,56,1,0,0,DebtConsol
0,672,56641,28,0.1411,12022,4,20,3,0,0,DebtConsol
0,667,56641,31,0.1362,16670,4,71,0,0,0,DebtConsol
1,682,56628,12,0.1284,1125,4,64,3,0,1,DebtConsol
0,662,56442,18,0.1496,18270,4,75,0,0,0,DebtConsol
1,682,56375,24,0.1537,11987,4,98,1,0,1,DebtConsol
0,692,56154,25,0.1568,21894,4,99,0,0,0,DebtConsol
1,697,56152,20,0.1311,6659,4,80,0,0,1,DebtConsol
0,762,56084,54,0.1062,6011,4,33,0,0,0,DebtConsol
1,722,56084,10,0.0945,3717,4,15,0,0,1,DebtConsol
1,692,56084,17,0.1287,12082,4,82,1,1,0,DebtConsol
0,667,56084,24,0.1596,3879,4,71,8,0,1,DebtConsol
0,742,55511,24,0.1083,11679,4,51,2,0,0,DebtConsol
1,717,55511,25,0.1148,16683,4,24,0,1,0,DebtConsol
0,687,55511,9,0.1253,6211,4,58,2,0,0,DebtConsol
0,742,55509,26,0.0963,11488,4,22,0,0,0,DebtConsol
1,742,55495,13,0.0894,6479,4,36,1,1,0,DebtConsol
0,647,55346,32,0.1596,2621,4,51,3,0,0,DebtConsol
0,687,55278,8,0.1221,3243,4,24,2,0,0,DebtConsol
1,752,54922,25,0.0894,7866,4,44,0,0,0,DebtConsol
0,697,54922,8,0.1071,0,4,81,0,0,0,DebtConsol
0,687,54560,16,0.1221,14387,4,68,0,0,0,DebtConsol
0,767,54461,33,0.1322,4809,4,43,0,0,0,DebtConsol
0,692,54315,14,0.1253,7839,4,37,2,0,0,DebtConsol
1,732,53689,13,0.1095,3318,4,18,0,1,0,DebtConsol
0,697,53689,14,0.1253,7548,4,53,1,0,0,DebtConsol
0,692,53689,14,0.1379,5040,4,45,5,0,1,DebtConsol
1,682,53689,28,0.1411,10564,4,72,0,0,1,DebtConsol
0,757,53042,15,0.087,5405,4,40,2,0,0,DebtConsol
0,737,53042,16,0.1114,6143,4,56,1,0,0,DebtConsol
0,732,53042,21,0.0976,6188,4,53,0,0,0,DebtConsol
1,687,52373,21,0.1078,7846,4,56,4,0,1,DebtConsol
0,712,51678,16,0.1347,6095,4,73,2,0,0,DebtConsol
0,702,51678,13,0.1178,1312,4,17,4,0,0,DebtConsol
0,687,51678,25,0.1287,4806,4,27,0,0,0,DebtConsol
0,672,51678,6,0.1411,5873,4,93,1,0,0,DebtConsol
0,742,50618,25,0.128,17741,4,68,0,0,0,DebtConsol
0,742,50217,13,0.0859,5276,4,50,0,0,0,DebtConsol
0,712,50217,22,0.1189,14326,4,75,0,0,0,DebtConsol
0,697,50217,16,0.1059,13660,4,66,4,0,0,DebtConsol
0,762,49008,7,0.0768,1223,4,6,1,0,0,DebtConsol
0,787,48631,16,0.0774,2816,4,13,0,0,0,DebtConsol
0,672,48399,10,0.1197,7902,4,17,2,0,0,DebtConsol
0,732,47789,5,0.0932,5101,4,30,1,0,0,DebtConsol
0,697,43941,13,0.1253,4996,4,38,3,0,0,DebtConsol
0,727,42977,9,0.0832,2877,4,70,0,0,0,DebtConsol
0,722,37528,8,0.0963,5136,4,34,2,0,0,DebtConsol
0,692,115735,40,0.1461,19868,4,95,2,0,0,CreditCard
1,777,103703,67,0.1287,5068,4,46,1,0,0,CreditCard
1,717,103703,53,0.1645,31244,4,20,3,0,0,CreditCard
0,707,102011,14,0.1426,85303,4,98,1,0,0,CreditCard
0,782,97286,15,0.08,8247,4,11,2,0,0,CreditCard
0,662,97286,19,0.1411,5086,4,57,1,0,1,CreditCard
0,697,96767,56,0.1392,56558,4,72,0,0,0,CreditCard
0,747,94477,32,0.0963,25814,4,29,0,0,0,CreditCard
0,767,94019,7,0.0768,3119,4,1,2,0,0,CreditCard
0,757,94019,63,0.1218,298,4,1,1,0,0,CreditCard
0,792,92839,63,0.1183,682,4,3,1,0,0,CreditCard
0,662,90967,28,0.1505,6204,4,27,1,0,0,CreditCard
0,747,90642,55,0.1183,10767,4,50,0,0,0,CreditCard
0,742,90127,55,0.1158,149527,4,72,0,0,0,CreditCard
0,682,88956,17,0.1608,205347,4,90,4,0,0,CreditCard
0,742,87852,41,0.1136,7939,4,85,1,0,0,CreditCard
0,757,87527,57,0.1183,298,4,1,1,0,0,CreditCard
0,722,87527,30,0.1114,14766,4,43,0,0,0,CreditCard
0,672,87527,53,0.164,28846,4,57,1,0,0,CreditCard
0,662,87527,44,0.1632,22783,4,93,3,1,0,CreditCard
1,682,86782,56,0.1343,41674,4,74,0,0,0,CreditCard
0,642,84805,57,0.1829,35087,4,96,2,0,0,CreditCard
0,707,84412,3,0.1095,26652,4,80,2,0,0,CreditCard
0,707,84162,41,0.1253,54445,4,87,2,0,0,CreditCard
0,682,83571,33,0.1166,36467,4,62,0,0,0,CreditCard
1,747,83053,15,0.0751,10817,4,49,1,0,0,CreditCard
0,672,82702,75,0.1853,96565,4,88,0,0,0,CreditCard
1,657,82702,29,0.1418,5854,4,46,5,0,2,CreditCard
0,737,82346,26,0.0894,140420,4,48,0,0,0,CreditCard
0,747,81433,5,0.074,19548,4,37,0,0,0,CreditCard
0,662,81433,74,0.1746,31852,4,80,3,1,0,CreditCard
0,702,81247,36,0.1357,46306,4,56,1,0,0,CreditCard
0,662,81247,29,0.16,15206,4,38,2,1,0,CreditCard
0,752,80870,26,0.0932,28840,4,34,0,0,0,CreditCard
0,742,80487,56,0.1392,4588,4,91,0,0,0,CreditCard
0,687,79901,39,0.1411,17219,4,94,4,0,0,CreditCard
0,682,79901,13,0.1286,15478,4,96,0,0,0,CreditCard
0,732,78894,35,0.1148,27294,4,44,0,0,0,CreditCard
0,687,78894,45,0.1324,52201,4,84,7,0,0,CreditCard
0,682,78832,53,0.1426,19780,4,48,0,0,0,CreditCard
0,752,78615,55,0.1158,9873,4,9,1,0,0,CreditCard
0,752,78480,9,0.0768,78031,4,44,0,0,0,CreditCard
0,702,78480,50,0.1357,22910,4,53,4,1,0,CreditCard
0,712,78058,53,0.1322,19304,4,41,2,1,0,CreditCard
1,687,78058,22,0.1229,45251,4,66,3,1,0,CreditCard
0,662,78058,23,0.1496,12080,4,74,1,2,1,CreditCard
0,762,77844,31,0.0894,10221,4,21,0,0,0,CreditCard
1,752,77844,22,0.0859,30330,4,30,2,0,0,CreditCard
0,777,77629,12,0.0768,3839,4,6,0,0,0,CreditCard
0,722,77412,49,0.1218,28960,4,22,1,0,0,CreditCard
0,682,77192,17,0.1134,32776,4,65,4,0,0,CreditCard
0,727,76971,68,0.1136,44808,4,65,0,0,0,CreditCard
0,692,76748,22,0.1253,9304,4,28,2,0,1,CreditCard
0,702,76295,18,0.1122,16738,4,26,2,0,0,CreditCard
0,677,76295,13,0.1241,40726,4,83,1,0,1,CreditCard
0,652,76181,23,0.1418,2885,4,15,12,0,5,CreditCard
0,702,76066,60,0.1392,15158,4,88,1,0,0,CreditCard
0,792,75600,38,0.0907,4658,4,10,0,0,0,CreditCard
0,712,75173,41,0.1217,37570,4,59,5,0,0,CreditCard
0,697,74884,28,0.1287,33896,4,72,3,0,0,CreditCard
0,687,74884,22,0.1348,28539,4,94,0,0,0,CreditCard
0,657,74763,18,0.1355,4037,4,21,0,0,0,CreditCard
0,667,74592,8,0.1426,4740,4,39,0,1,0,CreditCard
0,772,74494,33,0.0938,6495,4,0,1,0,0,CreditCard
0,692,74395,28,0.1347,126402,4,68,2,0,0,CreditCard
0,677,74395,24,0.1091,7570,4,82,0,0,0,CreditCard
1,672,74395,13,0.1122,27185,4,16,3,0,1,CreditCard
0,667,74395,27,0.1505,121352,4,94,0,0,0,CreditCard
0,692,74286,22,0.1253,10750,4,47,0,0,0,CreditCard
0,742,73896,63,0.1218,26552,4,49,2,0,0,CreditCard
0,742,73896,69,0.1218,13263,4,35,0,0,0,CreditCard
0,692,73896,21,0.1078,50908,4,37,0,2,0,CreditCard
0,672,73896,35,0.167,7672,4,78,7,0,0,CreditCard
0,762,73642,57,0.1148,33386,4,52,1,0,0,CreditCard
0,782,73591,26,0.0963,0,4,0,4,0,0,CreditCard
0,672,73386,13,0.1537,14063,4,68,7,0,0,CreditCard
0,712,73320,18,0.1183,71116,4,72,3,0,0,CreditCard
0,707,73127,16,0.1148,18103,4,59,3,0,0,CreditCard
0,707,73127,10,0.1051,4508,4,30,0,0,0,CreditCard
1,682,73127,33,0.1249,43039,4,93,3,0,0,CreditCard
0,742,72864,13,0.0932,1082,4,32,0,0,0,CreditCard
1,682,72864,39,0.1249,8009,4,74,4,0,1,CreditCard
0,687,72713,14,0.1191,22906,4,75,0,0,0,CreditCard
0,717,72418,17,0.0976,6161,4,26,0,0,0,CreditCard
0,737,72332,24,0.1183,12893,4,90,1,0,0,CreditCard
0,737,72332,40,0.1025,27801,4,49,0,0,0,CreditCard
0,712,72332,17,0.1083,5595,4,14,0,0,1,CreditCard
0,667,72332,4,0.1392,40106,4,80,0,0,0,CreditCard
0,757,71786,19,0.0832,7905,4,30,0,0,0,CreditCard
0,712,71786,37,0.1221,34560,4,84,2,0,0,CreditCard
0,702,71786,33,0.1253,25498,4,64,2,0,0,CreditCard
0,692,71786,40,0.1411,34491,4,44,4,0,0,CreditCard
0,682,71786,13,0.1565,82586,4,43,2,0,0,CreditCard
1,687,71228,8,0.1178,10870,4,80,0,1,0,CreditCard
0,697,70943,39,0.1284,26208,4,78,0,0,0,CreditCard
0,782,70657,68,0.1148,3577,4,9,2,0,0,CreditCard
1,677,70657,16,0.1091,30597,4,89,1,1,0,CreditCard
0,747,70618,29,0.0932,4148,4,14,2,0,0,CreditCard
1,757,70424,18,0.08,15223,4,25,1,0,0,CreditCard
0,732,70366,22,0.1183,43799,4,87,2,0,0,CreditCard
0,707,70365,15,0.1158,31983,4,58,0,0,0,CreditCard
0,697,70365,28,0.1347,15351,4,77,1,0,0,CreditCard
1,662,70365,7,0.1461,4763,4,78,2,0,1,CreditCard
0,692,69772,9,0.1379,18212,4,56,1,0,0,CreditCard
0,677,69772,19,0.1357,18748,4,72,2,0,0,CreditCard
0,672,69772,19,0.1204,7180,4,34,4,0,0,CreditCard
0,757,69469,48,0.1025,8793,4,24,4,0,0,CreditCard
0,692,69162,22,0.1322,10320,4,47,0,0,0,CreditCard
0,682,69162,32,0.1348,3715,4,26,1,0,0,CreditCard
0,702,69159,24,0.1218,40781,4,76,0,0,0,CreditCard
0,752,68976,14,0.08,14026,4,51,0,0,0,CreditCard
0,742,68852,33,0.1221,24904,4,66,2,0,0,CreditCard
0,737,68852,34,0.1189,12663,4,34,1,0,0,CreditCard
1,717,68852,26,0.0976,4506,4,18,2,0,1,CreditCard
0,707,68852,15,0.1166,39010,4,34,1,0,0,CreditCard
0,702,68852,16,0.1183,55333,4,39,2,0,0,CreditCard
0,682,68852,25,0.1284,14309,4,57,1,0,0,CreditCard
0,682,68651,16,0.1322,6891,4,59,0,0,0,CreditCard
0,707,68281,36,0.1221,12671,4,60,1,0,0,CreditCard
1,737,68217,57,0.1083,8886,4,17,0,1,0,CreditCard
0,717,68217,20,0.1103,36605,4,91,0,0,0,CreditCard
0,667,67795,12,0.1886,41478,4,99,3,0,0,CreditCard
0,722,67751,8,0.0788,3630,4,71,1,0,0,CreditCard
0,747,67564,34,0.0963,21456,4,27,1,0,0,CreditCard
0,707,67564,12,0.1183,4624,4,17,0,0,0,CreditCard
0,702,67564,13,0.1392,4645,4,96,2,0,0,CreditCard
0,782,67474,35,0.1062,3153,4,23,0,0,0,CreditCard
0,717,67231,38,0.1183,21981,4,59,1,0,0,CreditCard
0,687,67231,18,0.1418,17568,4,66,4,0,0,CreditCard
0,672,67231,21,0.1355,17590,4,86,1,0,0,CreditCard
0,667,67231,33,0.1355,10918,4,59,2,0,0,CreditCard
0,767,67225,15,0.0714,8039,4,34,0,0,0,CreditCard
0,712,66925,13,0.1114,10378,4,49,1,0,0,CreditCard
0,757,66892,55,0.1183,22872,4,66,0,0,0,CreditCard
0,672,66892,22,0.1759,23618,4,62,6,1,0,CreditCard
0,702,66549,10,0.1039,1308,4,6,1,0,0,CreditCard
0,742,66200,8,0.0963,5689,4,30,5,0,0,CreditCard
0,737,66200,42,0.1221,32709,4,53,0,0,0,CreditCard
0,737,65487,55,0.1183,32556,4,82,0,0,0,CreditCard
0,767,65485,41,0.1136,5694,4,21,2,0,0,CreditCard
0,747,65485,16,0.0774,7689,4,43,0,0,0,CreditCard
0,727,65485,32,0.1148,15684,4,42,2,0,0,CreditCard
0,682,65485,14,0.1273,22485,4,70,0,0,0,CreditCard
0,662,65485,17,0.16,10361,4,90,4,0,0,CreditCard
1,737,65119,18,0.0932,21140,4,79,3,0,0,CreditCard
0,722,65119,41,0.1218,11530,4,49,0,0,0,CreditCard
0,692,64747,25,0.1379,14398,4,96,0,0,0,CreditCard
0,682,64747,22,0.1311,9168,4,77,1,0,0,CreditCard
1,662,64747,46,0.16,10441,4,50,2,2,0,CreditCard
0,712,64370,22,0.1253,3489,4,42,1,0,0,CreditCard
0,752,64368,14,0.0714,10254,4,23,1,0,0,CreditCard
0,707,64368,12,0.1103,25469,4,98,1,0,0,CreditCard
0,727,63983,28,0.1474,13592,4,25,1,1,0,CreditCard
0,647,63983,15,0.1545,6397,4,96,0,1,0,CreditCard
1,792,63591,3,0.0705,18830,4,52,0,0,0,CreditCard
1,732,63591,27,0.1114,12253,4,18,2,1,0,CreditCard
0,727,63591,18,0.0963,10082,4,56,0,0,0,CreditCard
0,707,63591,8,0.1062,10696,4,24,3,0,0,CreditCard
0,672,63591,34,0.1411,13018,4,81,3,1,0,CreditCard
0,652,63591,22,0.1646,7091,4,89,0,1,0,CreditCard
0,717,63448,35,0.1183,9294,4,19,2,0,0,CreditCard
0,712,63352,35,0.1273,15598,4,66,0,0,0,CreditCard
0,757,63191,15,0.08,3628,4,9,0,0,0,CreditCard
0,697,63191,22,0.1253,6508,4,62,1,0,0,CreditCard
0,752,62785,31,0.0788,18183,4,33,1,0,0,CreditCard
0,687,62782,9,0.1387,21043,4,81,3,0,0,CreditCard
0,747,62743,38,0.1114,14447,4,68,0,0,0,CreditCard
0,677,62578,41,0.1505,7854,4,81,0,0,0,CreditCard
0,737,62370,26,0.0788,15664,4,62,2,0,0,CreditCard
0,687,62370,43,0.1505,21980,4,51,2,0,0,CreditCard
0,682,62370,14,0.1178,6770,4,21,3,0,0,CreditCard
1,697,62160,30,0.1284,8422,4,81,0,0,0,CreditCard
1,712,61516,19,0.1071,12938,4,49,0,0,1,CreditCard
0,702,61516,13,0.1008,13300,4,51,0,0,1,CreditCard
0,682,61516,21,0.1322,8103,4,51,0,0,0,CreditCard
1,687,61506,20,0.1059,7914,4,30,3,2,0,CreditCard
0,757,61298,28,0.0751,11157,4,45,0,0,0,CreditCard
1,812,61077,40,0.0963,1140,4,9,1,0,0,CreditCard
0,752,60399,26,0.0932,20738,4,40,0,0,0,CreditCard
0,737,60169,37,0.0988,15460,4,60,0,0,0,CreditCard
0,717,60169,18,0.1324,13913,4,43,0,0,0,CreditCard
0,702,60169,16,0.1183,5931,4,46,0,0,0,CreditCard
0,692,60169,8,0.1189,10455,4,54,1,0,0,CreditCard
0,667,59394,35,0.1531,11705,4,81,0,0,0,CreditCard
0,677,59220,14,0.1411,2488,4,62,5,0,0,CreditCard
1,672,57711,8,0.1229,2940,4,27,1,2,0,CreditCard
0,762,56641,9,0.0768,2096,4,46,0,0,0,CreditCard
0,667,56531,14,0.1461,2986,4,38,4,0,1,CreditCard
1,672,56362,12,0.1411,4321,4,56,2,2,0,CreditCard
1,707,56086,16,0.1287,1980,4,46,0,1,0,CreditCard
0,662,56084,11,0.1513,5729,4,100,0,0,0,CreditCard
0,697,55511,14,0.1189,20722,4,52,2,0,0,CreditCard
0,757,54922,15,0.0894,20873,4,28,2,0,0,CreditCard
1,752,53815,15,0.0894,17953,4,72,0,0,0,CreditCard
0,757,53689,14,0.0932,3997,4,29,0,0,0,CreditCard
0,672,53689,19,0.1442,9394,4,44,3,0,0,CreditCard
0,667,53689,8,0.1426,12995,4,31,0,1,0,CreditCard
0,717,53042,11,0.1221,3155,4,67,0,0,0,CreditCard
0,662,53042,11,0.1387,10944,4,82,1,0,0,CreditCard
0,757,52955,21,0.1253,1709,4,94,3,0,0,CreditCard
0,667,50963,13,0.1565,12741,4,72,0,0,0,CreditCard
0,707,50816,8,0.1146,2731,4,97,0,0,0,CreditCard
0,772,50217,22,0.1221,7405,4,18,0,0,0,CreditCard
1,682,49040,24,0.1134,9237,4,64,1,0,1,CreditCard
1,802,45967,12,0.074,811,4,7,0,0,0,CreditCard
0,692,41563,6,0.1028,0,4,0,1,0,0,CreditCard
0,692,122483,54,0.1154,0,4,0,5,0,0,Business
0,687,94019,29,0.1739,191303,4,78,5,0,0,Business
0,727,92229,68,0.1136,5567,4,20,0,0,0,Business
0,707,90967,71,0.1411,76237,4,44,2,0,0,Business
0,732,89643,28,0.1461,114393,4,46,2,0,0,Business
0,707,85860,72,0.1533,56909,4,49,5,0,0,Business
0,747,85226,45,0.1461,81023,4,61,0,0,0,Business
0,702,84412,28,0.1347,26822,4,90,2,1,0,Business
0,702,83741,14,0.1531,30995,4,82,2,0,0,Business
0,762,83571,74,0.2052,0,4,0,9,0,0,Business
0,687,83571,45,0.1913,12730,4,95,1,0,0,Business
0,707,82702,15,0.1947,2379,4,40,1,0,0,Business
0,747,81802,48,0.1461,6341,4,21,0,0,0,Business
0,762,80870,40,0.1095,3889,4,18,0,0,0,Business
0,702,80870,70,0.1367,238903,4,80,1,0,0,Business
0,667,80487,43,0.1462,13706,4,45,1,1,0,Business
0,772,79576,41,0.1221,11700,4,42,0,0,0,Business
0,747,78894,7,0.0714,3021,4,4,0,1,0,Business
0,702,78894,59,0.1704,6939,4,31,3,0,0,Business
0,752,78480,49,0.1158,7921,4,14,0,0,0,Business
0,722,78058,44,0.167,3146,4,46,2,0,0,Business
0,702,78058,6,0.1501,51,4,0,0,0,0,Business
1,667,77629,51,0.2011,5848,4,24,3,3,0,Business
0,772,77236,72,0.1496,3910,4,6,3,0,0,Business
0,732,77192,24,0.0963,27458,4,63,0,0,0,Business
0,792,76748,55,0.1253,3719,4,15,1,0,0,Business
0,692,76523,45,0.1774,692,4,11,0,1,0,Business
0,757,75834,68,0.1146,46055,4,20,0,0,0,Business
0,762,75600,17,0.1496,5341,4,0,0,0,0,Business
0,732,75600,30,0.1253,3532,4,18,5,0,0,Business
0,722,75600,75,0.179,2036,4,10,2,0,1,Business
0,722,75600,33,0.1189,29669,4,56,5,0,0,Business
0,802,75364,26,0.08,5390,4,10,0,0,0,Business
0,787,74787,22,0.1284,11,4,1,3,0,0,Business
0,712,74396,73,0.1635,24425,4,72,0,0,0,Business
0,712,74395,14,0.1114,12216,4,56,1,0,0,Business
0,677,74395,43,0.1505,31724,4,90,2,0,0,Business
0,712,73896,45,0.1809,20583,4,71,7,0,0,Business
0,667,73643,7,0.1704,575,4,16,2,0,0,Business
0,697,73386,10,0.1146,47039,4,89,0,0,0,Business
0,742,73127,46,0.1496,9218,4,24,0,0,0,Business
0,732,73127,33,0.1284,11194,4,32,3,0,0,Business
0,712,73127,42,0.1379,1914,4,32,7,0,0,Business
0,697,73127,44,0.167,25417,4,83,0,0,0,Business
0,672,73127,37,0.2017,3672,4,79,0,0,0,Business
0,682,72570,46,0.1379,23831,4,62,2,0,0,Business
0,692,72388,60,0.1809,2162,4,47,5,0,1,Business
0,757,72332,67,0.0983,56842,4,14,6,0,0,Business
0,747,72332,35,0.16,1249,4,6,6,0,0,Business
0,727,72332,41,0.1158,23236,4,42,2,0,0,Business
1,692,72332,29,0.1565,60134,4,53,5,0,1,Business
0,762,71786,42,0.1284,186,4,0,2,0,0,Business
0,752,71786,23,0.16,26596,4,35,7,0,0,Business
0,732,71786,33,0.1158,40109,4,81,0,0,0,Business
0,757,71785,21,0.0932,3416,4,8,1,0,0,Business
0,777,70365,66,0.0951,3326,4,14,6,0,0,Business
0,732,70365,10,0.1565,1450,4,9,0,0,0,Business
0,732,70365,52,0.1565,13381,4,49,1,0,0,Business
0,732,70365,64,0.1565,23429,4,56,2,0,0,Business
0,667,70365,28,0.1496,9710,4,58,2,0,0,Business
0,662,70365,7,0.1878,2601,4,40,2,1,1,Business
0,697,70070,27,0.1635,17105,4,38,1,0,0,Business
0,697,69469,59,0.1739,7574,4,35,3,1,0,Business
0,677,69469,14,0.167,3024,4,24,3,0,0,Business
0,782,68852,65,0.1496,2247,4,18,0,0,0,Business
0,732,68852,16,0.0945,32421,4,55,0,0,0,Business
0,702,68852,42,0.1422,4628,4,94,3,0,0,Business
0,697,68852,14,0.1284,5878,4,52,0,0,0,Business
0,662,68852,51,0.2011,13337,4,59,0,1,1,Business
0,702,68409,22,0.1272,276,4,0,2,0,0,Business
0,772,68217,44,0.1221,10144,4,15,0,0,0,Business
0,717,67231,74,0.1704,6049,4,90,0,0,0,Business
0,717,67231,22,0.1316,34260,4,77,0,0,0,Business
0,757,66892,36,0.0963,18116,4,40,0,0,0,Business
0,702,66892,35,0.16,5418,4,33,3,0,0,Business
0,702,65845,29,0.1695,19230,4,44,3,0,0,Business
0,742,65485,18,0.0932,5749,4,33,0,0,0,Business
0,707,65485,42,0.1316,11078,4,50,0,0,0,Business
0,702,65485,43,0.16,5918,4,98,1,0,0,Business
1,697,65485,34,0.1273,6873,4,41,0,0,1,Business
0,692,65485,7,0.1704,11999,4,96,1,0,0,Business
0,687,65485,14,0.1695,5800,4,66,2,1,0,Business
0,677,65485,6,0.1913,11132,4,98,1,1,0,Business
0,672,65485,46,0.1474,3364,4,44,1,1,0,Business
0,717,64881,73,0.1635,13160,4,64,0,1,0,Business
1,722,64747,11,0.1273,303,4,43,0,1,0,Business
1,727,64368,33,0.1221,9554,4,34,1,1,0,Business
0,702,63983,24,0.1316,553,4,2,1,0,0,Business
0,787,63591,21,0.1051,2193,4,6,0,0,0,Business
0,752,63591,29,0.1565,5695,4,59,0,0,0,Business
0,677,63591,14,0.1348,3379,4,31,2,0,0,Business
0,667,63591,15,0.1774,3062,4,78,0,0,0,Business
0,797,62785,16,0.0768,2094,4,7,1,0,0,Business
0,747,62578,17,0.1392,665,4,10,3,0,0,Business
0,787,62370,34,0.0963,0,4,0,1,0,0,Business
0,662,62370,4,0.1916,215,4,71,1,0,0,Business
0,702,61905,14,0.167,5082,4,31,0,0,0,Business
0,702,61516,20,0.1704,5035,4,76,1,1,0,Business
0,707,60399,19,0.1411,1356,4,17,2,1,0,Business
1,672,56084,34,0.1505,4770,4,52,2,0,2,Business
1,657,54922,14,0.1362,3959,4,100,2,2,0,Business
0,697,54499,20,0.1347,16280,4,74,0,0,0,Business
0,662,53689,15,0.1843,16177,4,67,2,0,0,Business
0,787,45967,11,0.1537,1573,4,3,1,0,0,Business
1,677,90576,43,0.1496,2079,3,36,2,0,0,Spending
1,727,77412,27,0.1114,5960,3,43,0,0,0,Spending
1,687,76748,8,0.1287,5227,3,41,5,0,0,Spending
0,687,76524,16,0.1316,281,3,7,3,0,2,Spending
1,717,75600,66,0.167,11717,3,38,3,0,0,Spending
1,682,75599,22,0.1392,3634,3,55,0,1,0,Spending
1,707,75364,12,0.1218,5,3,0,0,0,0,Spending
1,667,74884,13,0.1505,0,3,0,1,2,1,Spending
